id,title,author,genre,description,rating,features
1737,The Tommyknockers,Stephen King,horror,Description not available.,0.0,The Tommyknockers Stephen King horror Description not available.
1738,Remember Me,Christopher Pike,horror,Description not available.,0.0,Remember Me Christopher Pike horror Description not available.
1739,The Call of Cthulhu,H.P. Lovecraft,horror,Description not available.,0.0,The Call of Cthulhu H.P. Lovecraft horror Description not available.
1740,At the Mountains of Madness,H.P. Lovecraft,horror,Description not available.,0.0,At the Mountains of Madness H.P. Lovecraft horror Description not available.
1741,Necronomicon,H.P. Lovecraft,horror,Description not available.,0.0,Necronomicon H.P. Lovecraft horror Description not available.
1742,The Tale of the Body Thief,Anne Rice,horror,Description not available.,0.0,The Tale of the Body Thief Anne Rice horror Description not available.
1743,Fear Street Cheerleaders - The First Evil,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street Cheerleaders - The First Evil Robert Lawrence Stine horror Description not available.
1744,Fear Street - Secret Admirer,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street - Secret Admirer Robert Lawrence Stine horror Description not available.
1745,The Two Dead Girls,Stephen King,horror,Description not available.,0.0,The Two Dead Girls Stephen King horror Description not available.
1746,Doctor Sleep,Stephen King,horror,Description not available.,0.0,Doctor Sleep Stephen King horror Description not available.
1747,The Werewolf of Fever Swamp,Robert Lawrence Stine,horror,Description not available.,0.0,The Werewolf of Fever Swamp Robert Lawrence Stine horror Description not available.
1748,The Dead Zone,Stephen King,horror,Description not available.,0.0,The Dead Zone Stephen King horror Description not available.
1749,The Bachman Books (Long Walk / Rage / Roadwork / Running Man),Stephen King,horror,Description not available.,0.0,The Bachman Books (Long Walk / Rage / Roadwork / Running Man) Stephen King horror Description not available.
1750,The Langoliers,Stephen King,horror,Description not available.,0.0,The Langoliers Stephen King horror Description not available.
1751,Interview With the Vampire,Anne Rice,horror,Description not available.,0.0,Interview With the Vampire Anne Rice horror Description not available.
1752,Fear Street - The Thrill Club,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street - The Thrill Club Robert Lawrence Stine horror Description not available.
1753,World War Z,Max Brooks,horror,Description not available.,0.0,World War Z Max Brooks horror Description not available.
1754,Fear Street - The Fire Game,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street - The Fire Game Robert Lawrence Stine horror Description not available.
1755,Storm of the Century,Stephen King,horror,Description not available.,0.0,Storm of the Century Stephen King horror Description not available.
1756,Fear Street - The Face,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street - The Face Robert Lawrence Stine horror Description not available.
1757,The Baby-Sitter II,Robert Lawrence Stine,horror,Description not available.,0.0,The Baby-Sitter II Robert Lawrence Stine horror Description not available.
1758,Fear Street Super Chiller - Goodnight Kiss,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street Super Chiller - Goodnight Kiss Robert Lawrence Stine horror Description not available.
1759,The Ghost Next Door,Robert Lawrence Stine,horror,Description not available.,0.0,The Ghost Next Door Robert Lawrence Stine horror Description not available.
1760,Beach Party,Robert Lawrence Stine,horror,Description not available.,0.0,Beach Party Robert Lawrence Stine horror Description not available.
1761,Twisted,Robert Lawrence Stine,horror,Description not available.,0.0,Twisted Robert Lawrence Stine horror Description not available.
1762,Road to Nowhere,Christopher Pike,horror,Description not available.,0.0,Road to Nowhere Christopher Pike horror Description not available.
1763,Novels (Carrie / Salem's Lot / Shining),Stephen King,horror,Description not available.,0.0,Novels (Carrie / Salem's Lot / Shining) Stephen King horror Description not available.
1764,The Dark Descent,David G. Hartwell,horror,Description not available.,0.0,The Dark Descent David G. Hartwell horror Description not available.
1765,The Fear Street Saga - The Secret,Robert Lawrence Stine,horror,Description not available.,0.0,The Fear Street Saga - The Secret Robert Lawrence Stine horror Description not available.
1766,The Green Mile,Stephen King,horror,Description not available.,0.0,The Green Mile Stephen King horror Description not available.
1767,Penpal,Dathan Auerbach,horror,Description not available.,0.0,Penpal Dathan Auerbach horror Description not available.
1768,Truth or Dare,Robert Lawrence Stine,horror,Description not available.,0.0,Truth or Dare Robert Lawrence Stine horror Description not available.
1769,The Cask of Amontillado,Edgar Allan Poe,horror,Description not available.,0.0,The Cask of Amontillado Edgar Allan Poe horror Description not available.
1770,Fear Street Sagas - A New Fear,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street Sagas - A New Fear Robert Lawrence Stine horror Description not available.
1771,Ghost story,Peter Straub,horror,Description not available.,0.0,Ghost story Peter Straub horror Description not available.
1772,Monster,Christopher Pike,horror,Description not available.,0.0,Monster Christopher Pike horror Description not available.
1773,Odd Thomas,Dean Koontz,horror,Description not available.,0.0,Odd Thomas Dean Koontz horror Description not available.
1774,Nightmare Hall #2 The Roommate,Diane Hoh,horror,Description not available.,0.0,Nightmare Hall #2 The Roommate Diane Hoh horror Description not available.
1775,Dreamcatcher,Stephen King,horror,Description not available.,0.0,Dreamcatcher Stephen King horror Description not available.
1776,The Girlfriend,Robert Lawrence Stine,horror,Description not available.,0.0,The Girlfriend Robert Lawrence Stine horror Description not available.
1777,Goosebumps - One Day at Horrorland,Robert Lawrence Stine,horror,Description not available.,0.0,Goosebumps - One Day at Horrorland Robert Lawrence Stine horror Description not available.
1778,Scary Stories 3,Alvin Schwartz,horror,Description not available.,0.0,Scary Stories 3 Alvin Schwartz horror Description not available.
1779,Fear Street Saga - Daughters of Silence,Wendy Haley,horror,Description not available.,0.0,Fear Street Saga - Daughters of Silence Wendy Haley horror Description not available.
1780,Fear Street - What Holly Heard,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street - What Holly Heard Robert Lawrence Stine horror Description not available.
1781,Just After Sunset,Stephen King,horror,Description not available.,0.0,Just After Sunset Stephen King horror Description not available.
1782,Goosebumps - Vanishing collection,Robert Lawrence Stine,horror,Description not available.,0.0,Goosebumps - Vanishing collection Robert Lawrence Stine horror Description not available.
1783,Bitten,Kelley Armstrong,horror,Description not available.,0.0,Bitten Kelley Armstrong horror Description not available.
1784,Fear Street Fear Park - The First Scream,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street Fear Park - The First Scream Robert Lawrence Stine horror Description not available.
1785,The Train,Diane Hoh,horror,Description not available.,0.0,The Train Diane Hoh horror Description not available.
1786,Nightmares & Dreamscapes,Stephen King,horror,Description not available.,0.0,Nightmares & Dreamscapes Stephen King horror Description not available.
1787,The Door to December,Dean Koontz,horror,Description not available.,0.0,The Door to December Dean Koontz horror Description not available.
1788,Midnight,Dean Koontz,horror,Description not available.,0.0,Midnight Dean Koontz horror Description not available.
1789,New Fear Street - The Bad Girl,Robert Lawrence Stine,horror,Description not available.,0.0,New Fear Street - The Bad Girl Robert Lawrence Stine horror Description not available.
1790,The Case of Charles Dexter Ward,H.P. Lovecraft,horror,Description not available.,0.0,The Case of Charles Dexter Ward H.P. Lovecraft horror Description not available.
1791,The Girl Next Door,Jack Ketchum,horror,Description not available.,0.0,The Girl Next Door Jack Ketchum horror Description not available.
1792,I am Legend and Other Stories,Richard Matheson,horror,Description not available.,0.0,I am Legend and Other Stories Richard Matheson horror Description not available.
1793,The Dark Half,Stephen King,horror,Description not available.,0.0,The Dark Half Stephen King horror Description not available.
1794,Five Nights at Freddy's Character Encyclopedia (an AFK Book) (Media Tie-In),Scott Cawthon,horror,Description not available.,0.0,Five Nights at Freddy's Character Encyclopedia (an AFK Book) (Media Tie-In) Scott Cawthon horror Description not available.
1795,The Rats,James Herbert,horror,Description not available.,0.0,The Rats James Herbert horror Description not available.
1796,The Mouse on the Mile,Stephen King,horror,Description not available.,0.0,The Mouse on the Mile Stephen King horror Description not available.
1797,Bird box,Josh Malerman,horror,Description not available.,0.0,Bird box Josh Malerman horror Description not available.
1798,Say Cheese and Die!,Robert Lawrence Stine,horror,Description not available.,0.0,Say Cheese and Die! Robert Lawrence Stine horror Description not available.
1799,The Baby-Sitter,Robert Lawrence Stine,horror,Description not available.,0.0,The Baby-Sitter Robert Lawrence Stine horror Description not available.
1800,I Live In Your Basement,Robert Lawrence Stine,horror,Description not available.,0.0,I Live In Your Basement Robert Lawrence Stine horror Description not available.
1801,The Midnight Club,Christopher Pike,horror,Description not available.,0.0,The Midnight Club Christopher Pike horror Description not available.
1802,New Fear Street - The Stepbrother,Robert Lawrence Stine,horror,Description not available.,0.0,New Fear Street - The Stepbrother Robert Lawrence Stine horror Description not available.
1803,The Fear Street Saga - The Burning,Robert Lawrence Stine,horror,Description not available.,0.0,The Fear Street Saga - The Burning Robert Lawrence Stine horror Description not available.
1804,Fear Street - Best Friend 2,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street - Best Friend 2 Robert Lawrence Stine horror Description not available.
1805,The lost mind,Christopher Pike,horror,Description not available.,0.0,The lost mind Christopher Pike horror Description not available.
1806,Horrorstör,Grady Hendrix,horror,Description not available.,0.0,Horrorstör Grady Hendrix horror Description not available.
1807,The Haunting of Hill House,Shirley Jackson,horror,Description not available.,0.0,The Haunting of Hill House Shirley Jackson horror Description not available.
1808,Coffey's Hands,Stephen King,horror,Description not available.,0.0,Coffey's Hands Stephen King horror Description not available.
1809,The Fisherman,John Langan,horror,Description not available.,0.0,The Fisherman John Langan horror Description not available.
1810,The Voice of the Night,Dean Koontz,horror,Description not available.,0.0,The Voice of the Night Dean Koontz horror Description not available.
1811,The great and secret show,Clive Barker,horror,Description not available.,0.0,The great and secret show Clive Barker horror Description not available.
1812,Fear Street - Fear Hall - The Beginning,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street - Fear Hall - The Beginning Robert Lawrence Stine horror Description not available.
1813,College Weekend,Robert Lawrence Stine,horror,Description not available.,0.0,College Weekend Robert Lawrence Stine horror Description not available.
1814,Strange Highways,Dean Koontz,horror,Description not available.,0.0,Strange Highways Dean Koontz horror Description not available.
1815,The Babysitter IV,Robert Lawrence Stine,horror,Description not available.,0.0,The Babysitter IV Robert Lawrence Stine horror Description not available.
1816,Fear Street Seniors - Let's Party,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street Seniors - Let's Party Robert Lawrence Stine horror Description not available.
1817,Nightmare Hall #6 Guilty,Diane Hoh,horror,Description not available.,0.0,Nightmare Hall #6 Guilty Diane Hoh horror Description not available.
1818,The Empty House and Other Ghost Stories,Algernon Blackwood,horror,Description not available.,0.0,The Empty House and Other Ghost Stories Algernon Blackwood horror Description not available.
1819,The Perfect Date,Robert Lawrence Stine,horror,Description not available.,0.0,The Perfect Date Robert Lawrence Stine horror Description not available.
1820,The Awakening,Lisa Jane Smith,horror,Description not available.,0.0,The Awakening Lisa Jane Smith horror Description not available.
1821,The Baby-Sitter III,Robert Lawrence Stine,horror,Description not available.,0.0,The Baby-Sitter III Robert Lawrence Stine horror Description not available.
1822,Carrion comfort,Dan Simmons,horror,Description not available.,0.0,Carrion comfort Dan Simmons horror Description not available.
1823,La fête du mais,Thomas Tryon,horror,Description not available.,0.0,La fête du mais Thomas Tryon horror Description not available.
1824,Shattered,Dean Koontz,horror,Description not available.,0.0,Shattered Dean Koontz horror Description not available.
1825,Night of the Living Dummy,Robert Lawrence Stine,horror,Description not available.,0.0,Night of the Living Dummy Robert Lawrence Stine horror Description not available.
1826,Stolen,Kelley Armstrong,horror,Description not available.,0.0,Stolen Kelley Armstrong horror Description not available.
1827,Stay Out of the Basement,Robert Lawrence Stine,horror,Description not available.,0.0,Stay Out of the Basement Robert Lawrence Stine horror Description not available.
1828,Night of the Living Dummy III,Robert Lawrence Stine,horror,Description not available.,0.0,Night of the Living Dummy III Robert Lawrence Stine horror Description not available.
1829,The dream-quest of unknown Kadath,H.P. Lovecraft,horror,Description not available.,0.0,The dream-quest of unknown Kadath H.P. Lovecraft horror Description not available.
1830,Needful Things,Stephen King,horror,Description not available.,0.0,Needful Things Stephen King horror Description not available.
1831,Everything's Eventual. 14 Dark Tales,Stephen King,horror,Description not available.,0.0,Everything's Eventual. 14 Dark Tales Stephen King horror Description not available.
1832,Be Careful What You Wish For...,Robert Lawrence Stine,horror,Description not available.,0.0,Be Careful What You Wish For... Robert Lawrence Stine horror Description not available.
1833,The Curse of Camp Cold Lake,Robert Lawrence Stine,horror,Description not available.,0.0,The Curse of Camp Cold Lake Robert Lawrence Stine horror Description not available.
1834,Night Chills,Dean Koontz,horror,Description not available.,0.0,Night Chills Dean Koontz horror Description not available.
1835,Nightmare Hall #5 The Scream Team,Diane Hoh,horror,Description not available.,0.0,Nightmare Hall #5 The Scream Team Diane Hoh horror Description not available.
1836,Summer of night,Dan Simmons,horror,Description not available.,0.0,Summer of night Dan Simmons horror Description not available.
1837,The White People,Arthur Machen,horror,Description not available.,0.0,The White People Arthur Machen horror Description not available.
1838,Garden of Shadows,V.C. Andrews,horror,Description not available.,0.0,Garden of Shadows V.C. Andrews horror Description not available.
1839,Beware!,Robert Lawrence Stine,horror,Description not available.,0.0,Beware! Robert Lawrence Stine horror Description not available.
1840,Fear Street - Cataluna Chronicles - The Evil Moon,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street - Cataluna Chronicles - The Evil Moon Robert Lawrence Stine horror Description not available.
1841,Camp Damascus,Chuck Tingle,horror,Description not available.,0.0,Camp Damascus Chuck Tingle horror Description not available.
1842,Spellbound,Christopher Pike,horror,Description not available.,0.0,Spellbound Christopher Pike horror Description not available.
1843,Shadowfires,Dean Koontz,horror,Description not available.,0.0,Shadowfires Dean Koontz horror Description not available.
1844,Fear Street Seniors - In Too Deep,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street Seniors - In Too Deep Robert Lawrence Stine horror Description not available.
1845,Haunted,Chuck Palahniuk,horror,Description not available.,0.0,Haunted Chuck Palahniuk horror Description not available.
1846,The Damned,Algernon Blackwood,horror,Description not available.,0.0,The Damned Algernon Blackwood horror Description not available.
1847,Books of blood volume II,Clive Barker,horror,Description not available.,0.0,Books of blood volume II Clive Barker horror Description not available.
1848,Weekend,Christopher Pike,horror,Description not available.,0.0,Weekend Christopher Pike horror Description not available.
1849,All Tomorrows,C.M. Kösemen,horror,Description not available.,0.0,All Tomorrows C.M. Kösemen horror Description not available.
1850,Tales to Give You Goosebumps,Robert Lawrence Stine,horror,Description not available.,0.0,Tales to Give You Goosebumps Robert Lawrence Stine horror Description not available.
1851,Dracula's Guest and Other Weird Stories,Bram Stoker,horror,Description not available.,0.0,Dracula's Guest and Other Weird Stories Bram Stoker horror Description not available.
1852,If There Be Thorns,V.C. Andrews,horror,Description not available.,0.0,If There Be Thorns V.C. Andrews horror Description not available.
1853,Fear Street Sagas - The Hand of Power,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street Sagas - The Hand of Power Robert Lawrence Stine horror Description not available.
1854,Fear Street Super Chiller - Silent Night,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street Super Chiller - Silent Night Robert Lawrence Stine horror Description not available.
1855,We Have Always Lived in the Castle,Shirley Jackson,horror,Description not available.,0.0,We Have Always Lived in the Castle Shirley Jackson horror Description not available.
1856,Fear Street Super Chiller - Silent Night 3,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street Super Chiller - Silent Night 3 Robert Lawrence Stine horror Description not available.
1857,Fear Street - All-Night Party,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street - All-Night Party Robert Lawrence Stine horror Description not available.
1858,Fear Street - Double Date,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street - Double Date Robert Lawrence Stine horror Description not available.
1859,Roadwork,Stephen King,horror,Description not available.,0.0,Roadwork Stephen King horror Description not available.
1860,Beach House,Robert Lawrence Stine,horror,Description not available.,0.0,Beach House Robert Lawrence Stine horror Description not available.
1861,Strangers,Dean Koontz,horror,Description not available.,0.0,Strangers Dean Koontz horror Description not available.
1862,The Conspiracy Against the Human Race,Thomas Ligotti,horror,Description not available.,0.0,The Conspiracy Against the Human Race Thomas Ligotti horror Description not available.
1863,"The Walking Dead, Vol. 1",Robert Kirkman,horror,Description not available.,0.0,"The Walking Dead, Vol. 1 Robert Kirkman horror Description not available."
1864,The Running Man,Stephen King,horror,Description not available.,0.0,The Running Man Stephen King horror Description not available.
1865,Fear Street - The Boy Next Door,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street - The Boy Next Door Robert Lawrence Stine horror Description not available.
1866,Cycle of the Werewolf,Stephen King,horror,Description not available.,0.0,Cycle of the Werewolf Stephen King horror Description not available.
1867,The Black Cat,Edgar Allan Poe,horror,Description not available.,0.0,The Black Cat Edgar Allan Poe horror Description not available.
1868,Through the Woods,Emily Carroll,horror,Description not available.,0.0,Through the Woods Emily Carroll horror Description not available.
1869,Petals on the Wind,V.C. Andrews,horror,Description not available.,0.0,Petals on the Wind V.C. Andrews horror Description not available.
1870,The hollow skull,Christopher Pike,horror,Description not available.,0.0,The hollow skull Christopher Pike horror Description not available.
1871,Prime Evil,Douglas. Winter,horror,Description not available.,0.0,Prime Evil Douglas. Winter horror Description not available.
1872,The Silver Eyes (Five Nights At Freddy's #1),Scott Cawthon,horror,Description not available.,0.0,The Silver Eyes (Five Nights At Freddy's #1) Scott Cawthon horror Description not available.
1873,"In a Dark, Dark Room and Other Scary Stories",Alvin Schwartz,horror,Description not available.,0.0,"In a Dark, Dark Room and Other Scary Stories Alvin Schwartz horror Description not available."
1874,Vampire Mountain,Darren Shan,horror,Description not available.,0.0,Vampire Mountain Darren Shan horror Description not available.
1875,Remember Me 2,Christopher Pike,horror,Description not available.,0.0,Remember Me 2 Christopher Pike horror Description not available.
1876,Pandora,Anne Rice,horror,Description not available.,0.0,Pandora Anne Rice horror Description not available.
1877,Bad Hare Day,Robert Lawrence Stine,horror,Description not available.,0.0,Bad Hare Day Robert Lawrence Stine horror Description not available.
1878,Blood and chocolate,Annette Curtis Klause,horror,Description not available.,0.0,Blood and chocolate Annette Curtis Klause horror Description not available.
1879,Fragile Things,Neil Gaiman,horror,Description not available.,0.0,Fragile Things Neil Gaiman horror Description not available.
1880,The dead girlfriend,Robert Lawrence Stine,horror,Description not available.,0.0,The dead girlfriend Robert Lawrence Stine horror Description not available.
1881,Coraline,P. Craig Russell,horror,Description not available.,0.0,Coraline P. Craig Russell horror Description not available.
1882,The Body,Carol Ellis,horror,Description not available.,0.0,The Body Carol Ellis horror Description not available.
1883,Monster Blood,Robert Lawrence Stine,horror,Description not available.,0.0,Monster Blood Robert Lawrence Stine horror Description not available.
1884,Twilight's Child,V. C. Andrews,horror,Description not available.,0.0,Twilight's Child V. C. Andrews horror Description not available.
1885,Fear Street Seniors - Spring Break,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street Seniors - Spring Break Robert Lawrence Stine horror Description not available.
1886,Fear Street Sagas - Circle of Fire,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street Sagas - Circle of Fire Robert Lawrence Stine horror Description not available.
1887,The Fear Street Saga - The Betrayal,Robert Lawrence Stine,horror,Description not available.,0.0,The Fear Street Saga - The Betrayal Robert Lawrence Stine horror Description not available.
1888,Dean Koontz's Frankenstein,Dean Koontz,horror,Description not available.,0.0,Dean Koontz's Frankenstein Dean Koontz horror Description not available.
1889,The Snowman,Robert Lawrence Stine,horror,Description not available.,0.0,The Snowman Robert Lawrence Stine horror Description not available.
1890,The Abominable Snowman of Pasadena,Robert Lawrence Stine,horror,Description not available.,0.0,The Abominable Snowman of Pasadena Robert Lawrence Stine horror Description not available.
1891,Fear Street Seniors - The Gift,Robert Lawrence Stine,horror,Description not available.,0.0,Fear Street Seniors - The Gift Robert Lawrence Stine horror Description not available.
1892,Lasher,Anne Rice,horror,Description not available.,0.0,Lasher Anne Rice horror Description not available.
1893,'Salem’s Lot,Stephen King,horror,Description not available.,0.0,'Salem’s Lot Stephen King horror Description not available.
1894,Le fantôme de l'opéra,Gaston Leroux,horror,Description not available.,0.0,Le fantôme de l'opéra Gaston Leroux horror Description not available.
1895,"Book of Horrors (Nightmare Hall, No 16)",Diane Hoh,horror,Description not available.,0.0,"Book of Horrors (Nightmare Hall, No 16) Diane Hoh horror Description not available."
1896,Scary!,Peter Haining,horror,Description not available.,0.0,Scary! Peter Haining horror Description not available.
1897,Goosebumps - Ghost Camp,Robert Lawrence Stine,horror,Description not available.,0.0,Goosebumps - Ghost Camp Robert Lawrence Stine horror Description not available.
1898,Psycho,Robert Bloch,horror,Description not available.,0.0,Psycho Robert Bloch horror Description not available.
1899,Wings of Fire,A. P. J. Abdul Kalam,biography,Description not available.,0.0,Wings of Fire A. P. J. Abdul Kalam biography Description not available.
1900,The Diary of a Young Girl- Anne Frank,Anne Frank,biography,Description not available.,0.0,The Diary of a Young Girl- Anne Frank Anne Frank biography Description not available.
1901,Autobiography of a Yogi,Yogananda Paramahansa,biography,Description not available.,0.0,Autobiography of a Yogi Yogananda Paramahansa biography Description not available.
1902,I'm Glad My Mom Died,Jennette McCurdy,biography,Description not available.,0.0,I'm Glad My Mom Died Jennette McCurdy biography Description not available.
1903,"Commemorative biographical record of Wayne County, Ohio, containing biographical sketches of prominent and representative citizens, and of many of the early settled families ",Unknown,biography,Description not available.,0.0,"Commemorative biographical record of Wayne County, Ohio, containing biographical sketches of prominent and representative citizens, and of many of the early settled families  Unknown biography Description not available."
1904,Educated,Tara Westover,biography,Description not available.,0.0,Educated Tara Westover biography Description not available.
1905,Fear and Loathing in Las Vegas,Hunter S. Thompson,biography,Description not available.,0.0,Fear and Loathing in Las Vegas Hunter S. Thompson biography Description not available.
1906,Narrative of the life of Frederick Douglass,Frederick Douglass,biography,Description not available.,0.0,Narrative of the life of Frederick Douglass Frederick Douglass biography Description not available.
1907,Persepolis 1 & 2,Marjane Satrapi,biography,Description not available.,0.0,Persepolis 1 & 2 Marjane Satrapi biography Description not available.
1908,走ることについて語るときに僕の語ること,村上春樹,biography,Description not available.,0.0,走ることについて語るときに僕の語ること 村上春樹 biography Description not available.
1909,Just Kids,Patti Smith,biography,Description not available.,0.0,Just Kids Patti Smith biography Description not available.
1910,Born a Crime,Trevor Noah,biography,Description not available.,0.0,Born a Crime Trevor Noah biography Description not available.
1911,Pimp,Iceberg Slim,biography,Description not available.,0.0,Pimp Iceberg Slim biography Description not available.
1912,Gifted hands,Ben Carson,biography,Description not available.,0.0,Gifted hands Ben Carson biography Description not available.
1913,When Breath Becomes Air,Paul Kalanithi,biography,Description not available.,0.0,When Breath Becomes Air Paul Kalanithi biography Description not available.
1914,"Girl, interrupted",Susanna Kaysen,biography,Description not available.,0.0,"Girl, interrupted Susanna Kaysen biography Description not available."
1915,Ikigai,Chiemi Souen,biography,Description not available.,0.0,Ikigai Chiemi Souen biography Description not available.
1916,Elon Musk,Ashlee Vance,biography,Description not available.,0.0,Elon Musk Ashlee Vance biography Description not available.
1917,All Creatures Great and Small (All Creatures Great and Small #1-2),James Herriot,biography,Description not available.,0.0,All Creatures Great and Small (All Creatures Great and Small #1-2) James Herriot biography Description not available.
1918,Papillon,Henri Charrière,biography,Description not available.,0.0,Papillon Henri Charrière biography Description not available.
1919,On Writing,Stephen King,biography,Description not available.,0.0,On Writing Stephen King biography Description not available.
1920,Livro do Desassossego,Fernando Pessoa,biography,Description not available.,0.0,Livro do Desassossego Fernando Pessoa biography Description not available.
1921,Elvis and me,Priscilla Beaulieu Presley,biography,Description not available.,0.0,Elvis and me Priscilla Beaulieu Presley biography Description not available.
1922,Einstein,Walter Isaacson,biography,Description not available.,0.0,Einstein Walter Isaacson biography Description not available.
1923,Kitchen Confidential,Anthony Bourdain,biography,Description not available.,0.0,Kitchen Confidential Anthony Bourdain biography Description not available.
1924,I Know Why the Caged Bird Sings,Maya Angelou,biography,Description not available.,0.0,I Know Why the Caged Bird Sings Maya Angelou biography Description not available.
1925,The Man Who Loved Only Numbers,Paul Hoffman,biography,Description not available.,0.0,The Man Who Loved Only Numbers Paul Hoffman biography Description not available.
1926,The Woman in Me,Britney Spears,biography,Description not available.,0.0,The Woman in Me Britney Spears biography Description not available.
1927,Leonardo da Vinci,Walter Isaacson,biography,Description not available.,0.0,Leonardo da Vinci Walter Isaacson biography Description not available.
1928,Tagebücher,Franz Kafka,biography,Description not available.,0.0,Tagebücher Franz Kafka biography Description not available.
1929,Can't Hurt Me,David Goggins,biography,Description not available.,0.0,Can't Hurt Me David Goggins biography Description not available.
1930,I am Malala,Malala Yousafzai,biography,Description not available.,0.0,I am Malala Malala Yousafzai biography Description not available.
1931,Twelve against the gods,William Bolitho,biography,Description not available.,0.0,Twelve against the gods William Bolitho biography Description not available.
1932,The Remarkable life of Col. James Gardiner,Unknown,biography,Description not available.,0.0,The Remarkable life of Col. James Gardiner Unknown biography Description not available.
1933,How to sell anything to anybody,Joe Girard,biography,Description not available.,0.0,How to sell anything to anybody Joe Girard biography Description not available.
1934,"The life of Olaudah Equiano, or Gustavus Vassa, the African",Olaudah Equiano,biography,Description not available.,0.0,"The life of Olaudah Equiano, or Gustavus Vassa, the African Olaudah Equiano biography Description not available."
1935,The night stalker,Philip Carlo,biography,Description not available.,0.0,The night stalker Philip Carlo biography Description not available.
1936,Confessions of a video vixen,Karrine Steffans,biography,Description not available.,0.0,Confessions of a video vixen Karrine Steffans biography Description not available.
1937,Wild,Cheryl Strayed,biography,Description not available.,0.0,Wild Cheryl Strayed biography Description not available.
1938,The dictionary of national biography,Unknown,biography,Description not available.,0.0,The dictionary of national biography Unknown biography Description not available.
1939,Just for fun,Linus Torvalds,biography,Description not available.,0.0,Just for fun Linus Torvalds biography Description not available.
1940,Trump,Tony Schwartz,biography,Description not available.,0.0,Trump Tony Schwartz biography Description not available.
1941,Moonwalk,Michael Jackson,biography,Description not available.,0.0,Moonwalk Michael Jackson biography Description not available.
1942,"""Surely You're Joking, Mr. Feynman""",Richard Phillips Feynman,biography,Description not available.,0.0,"""Surely You're Joking, Mr. Feynman"" Richard Phillips Feynman biography Description not available."
1943,Messi,Guillem Balague,biography,Description not available.,0.0,Messi Guillem Balague biography Description not available.
1944,My Frozen Turbulence in Kashmir,Jagmohan,biography,Description not available.,0.0,My Frozen Turbulence in Kashmir Jagmohan biography Description not available.
1945,Ball Four,Jim Bouton,biography,Description not available.,0.0,Ball Four Jim Bouton biography Description not available.
1946,Cider with Rosie,Laurie Lee,biography,Description not available.,0.0,Cider with Rosie Laurie Lee biography Description not available.
1947,The 100,Michael H. Hart,biography,Description not available.,0.0,The 100 Michael H. Hart biography Description not available.
1948,Christians with courage,Ruth Johnson Jay,biography,Description not available.,0.0,Christians with courage Ruth Johnson Jay biography Description not available.
1949,Travels with Charley,John Steinbeck,biography,Description not available.,0.0,Travels with Charley John Steinbeck biography Description not available.
1950,Autobiography,John Stuart Mill,biography,Description not available.,0.0,Autobiography John Stuart Mill biography Description not available.
1951,Shoe Dog,Phil Knight,biography,Description not available.,0.0,Shoe Dog Phil Knight biography Description not available.
1952,Persepolis 1,Marjane Satrapi,biography,Description not available.,0.0,Persepolis 1 Marjane Satrapi biography Description not available.
1953,Open,Andre Agassi,biography,Description not available.,0.0,Open Andre Agassi biography Description not available.
1954,Life among the savages,Shirley Jackson,biography,Description not available.,0.0,Life among the savages Shirley Jackson biography Description not available.
1955,In the Dream House,Carmen Maria Machado,biography,Description not available.,0.0,In the Dream House Carmen Maria Machado biography Description not available.
1956,A Beautiful Mind,Sylvia Nasar,biography,Description not available.,0.0,A Beautiful Mind Sylvia Nasar biography Description not available.
1957,Boy,Roald Dahl,biography,Description not available.,0.0,Boy Roald Dahl biography Description not available.
1958,Revelaciones,Karina Yapor,biography,Description not available.,0.0,Revelaciones Karina Yapor biography Description not available.
1959,Madame Curie,Eve Curie,biography,Description not available.,0.0,Madame Curie Eve Curie biography Description not available.
1960,Grinding It Out,Ray Kroc,biography,Description not available.,0.0,Grinding It Out Ray Kroc biography Description not available.
1961,Memorabilia,Xenophon,biography,Description not available.,0.0,Memorabilia Xenophon biography Description not available.
